Timestamp,What class year are you?,What grade did you receive in Civil Procedure?,What grade did you receive in Contracts?,What grade did you receive in Criminal Law/Torts?,Did your expectations match up with the grades you received?,Do you feel the grades received match your understanding of the course material?,Do you feel the grades received reflect the level of effort you put in last semester?,Do the grades you received feel arbitrary?,How does the grading system at NYU affect your mental health? Explain:,Do you feel a different grading system is warranted?,Would you prefer a Pass/Fail grading system for 1L?,"Do the grades you received change your future plans (internship, career etc.)",What do you plan on doing after you graduate? (feel free to select multiple),Would you prefer the proposed grading system to the grading system NYU Law currently has?,How do you think the proposed grading system would affect your mental health? ,Please share how you think the proposed grading system would impact you:,Please provide any additional feedback or comments you wish to share about the proposed grading system:,What is your racial/ethnic identity?,What is your gender identity?,Do you identify as LGBTQ+,Do you identify as a person with a disability?,Are you a first-generation professional?
2/22/2020 13:52:35,1L,B,B+,B,Agree,Disagree,Disagree,Agree,My grades reinforced feelings of inferiority and inadequacy. ,Neutral,Agree,Agree,"Public Interest/Government, Clerkship",Yes,I think I'd be less stressed about how my grades affect my future career choices.,It would encourage me to focus only on learning the material. I feel that I could spend more time engaging with ideas and putting them into practice.,,White,Female,Prefer Not to Answer,No,No
2/22/2020 14:08:50,1L,B,B+,A,Strongly Disagree,Disagree,Strongly Disagree,Agree,"Though the grading system has not affected my mental health, I do feel that the mismatch between my grades and sense of my knowledge/expectations in any given subject has lead to a decrease in confidence that I feel has adversely affected my study habits. ",Agree,Neutral,Agree,N/A,No,N/A,,"I would prefer the proposed system be implemented during the first semester to enable students to approach law school on a level playing field; I felt the current grading system in place (ie receiving letter grades during 1L fall), significantly favors those students who have parents or siblings who have attended law school or who have friends in 2L and 3L years at NYU and have access to a network of resources (tips, study guides, outlines, etc) that other students do not.",White,Female,No,No,No
2/22/2020 14:14:09,1L,B,B,B+,Neutral,Disagree,Disagree,Agree,"poorly - had a panic attack during Contracts (hence the B) & my anxiety was at an all time high over finals/winter break, even more so than during actually traumatic life experiences",Strongly Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,"positively - it would allow me to focus on learning content for its own sake/to aid my career, rather than to perform in a certain way during a very specific exam context, which would greatly reduce my anxiety. ","See above - would allow me to focus on learning over exam performance, which I believe would encourage deeper and more thoughtful engagement with the materials. It would further serve to build a more collaborative learning environment if students weren't in competition with each other, which would again foster greater academic engagement.","Sharing an email I received from my CivPro professor that I think exemplifies one of the problems with the current grading system: ""I must confess that your exam was one of the most painful grading experiences I have had.  You clearly knew the material, you write elegantly, you see the problems.  But on each question, you spent a lot of time on a careful and delightfully expository analysis of the basics of the problem, then ran out of time before addressing the needed issues.  This is a grade based on exam management not ability.  That pains me."" ",White,"Female, Non-binary",Yes,Prefer Not to Answer,No
2/22/2020 14:43:46,1L,A,B,A-,Agree,Disagree,Disagree,Agree,I think it encourages people to stress massively over a process they have very limited control over.,Agree,Agree,Neutral,"Public Interest/Government, Clerkship",Yes,Less stress/competition,It would reduce the enormous anxiety that pervades the school during finals ,,White,Male,Yes,No,No
2/22/2020 14:44:04,1L,B+,B+,B+,Neutral,Disagree,Strongly Disagree,Strongly Agree,"It puts an inordinate amount of pressure on the outcome, and I find myself trying to predict what my professor is going to ask or prepare an answer the way he [by the way, no female professors my first semester! I would be interested in seeing how that impacts grading as wel!] expects instead of learning/engaging with the material.",Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,It would be an incredible burden lifted.,It would have definitely impacted the organizations who interviewed me for summer jobs who have grade cut offs.,,Latinex/Hispanic,Female,No,No,No
2/22/2020 14:55:51,1L,A-,A,A-,Agree,Disagree,Agree,Strongly Agree,It put a lot of pressure on working all the time. ,Strongly Agree,Strongly Agree,Neutral,N/A,Yes,Improve it. ,,,Prefer Not to Answer,Prefer Not to Answer,No,No,Prefer Not to Answer
2/22/2020 14:57:01,1L,C,B,B,Disagree,Disagree,Strongly Disagree,Neutral,"My stress level was significantly higher than the rest of the semester in the month before finals. I stopped having my period. I had a cold for multiple weeks. I had frequent headaches. I felt very on edge. Since grades have been returned, my mood has been very low. My confidence and self-esteem are very low. I have anticipatory anxiety about this semester's exams. I have had difficulty sleeping. Two of my professors told me my grade was ""administrative"". I feel like my job prospects are significantly limited because I did not understand how to take these test. I prepared extensively but ultimately not in the right way, I did not feel there was enough concrete guidance about how to prepare for the exam, how to think about the questions, how to argue both sides, how to organize my answers.",Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,I think it would alleviate my anxiety significantly b/c it would reduce the external pressures.  ,So much weight rests on 1L grades. The described system would protect students career opportunities while they are still learning how to take law exams.,"I do not think that this system would decrease students' motivation to maintain academic excellence. We are a self-selecting community with high standards. Placing such high consequences on a single exam (many job opportunities are based on the first semester alone), is a disservice to students whose intelligence and ability to perform might not be captured by an exam-type evaluation.",Black,Female,Yes,No,Yes
2/22/2020 15:20:41,1L,B,A-,B,Disagree,Disagree,Agree,Agree,not goo for my mental health,Agree,Neutral,Agree,"Private Law, Public Interest/Government, Clerkship",No,I did not heard great things from friends at YLS,I will be less like to work hard,I think a honor system sounds better,Asian,Female,Yes,No,Yes
2/22/2020 15:27:05,1L,A-,B,B+,Disagree,Neutral,Disagree,Agree,"Even without great concern about my personal grades, the general environment caused a lot of stress. This lead to crashes after each of the exam and a fair amount of physical pain. ",Disagree,Agree,Neutral,"Private Law, Public Interest/Government, Clerkship",No,"Positive, decreasing the stress level of the school would help my mental health a lot",I thrive in collaborative environments and under this proposal we wouldn't be pitted against one another and allowed to do a lot more coordination and sharing of resources. ,"Everyone wants to learn the law, so even without fear of grades we'd still study but now it could be better coordinated and result in more understanding generally. 

Furthermore, it would eliminate the arbitrariness of 1L professors. I think my grades in Civ Pro and Crim were relatively accurate, but contracts was all over the place for me and my classmates. The test became one of parroting the professor, which can be a useful skill, but not the skill supposedly tested in the exam. This system would eliminate negative impacts that arbitrariness could have on your career. ",White,Male,No,No,No
2/22/2020 15:27:08,1L,A-,A-,B,Neutral,Disagree,Neutral,Agree,I had a breakdown in the first week where of November. I felt overwhelmed and convinced that I was going to be unprepared for the exams no matter how hard I tried. ,Agree,Agree,Disagree,Public Interest/Government,Yes,I would feel like the first semester was more focused on my introduction to law school and my understanding of how to approach legal thought than a competition for information regurgitation on the exam.,,,White,Male,No,No,No
2/22/2020 15:30:59,1L,A-,B,B,Neutral,Agree,Agree,Strongly Agree,"Not much, but it does add pressure and encourage comparing with other students","Agree, Neutral",Agree,Strongly Agree,Private Law,Yes,Less stress but more pressure to differentiate with other students through extracurriculars,Well - I would be more competitive,,White,Male,Yes,No,No
2/22/2020 15:35:53,1L,B+,B+,B+,Disagree,Disagree,Disagree,Agree,It fosters competition and makes law school more stressful than it needs to be,Strongly Agree,Agree,Agree,Public Interest/Government,Yes,I think it would allow students to feel like they can collaborate more without worrying that their grades will be affected,I think I’d probably get mostly “pass” but that’s better than arbitrary grades that don’t really reflect how much I know ,"I think there’s a possibility that students won’t take classes seriously, but this is law school so I feel like everyone here is mostly type A/super focused so idk if it’s a huge problem",Asian,Female,No,No,Yes
2/22/2020 15:58:32,1L,B+,B,A-,Neutral,Disagree,Strongly Disagree,Agree,Incredibly stressful knowing that some people have to get a B-,Strongly Agree,"Strongly Agree, Agree",Neutral,Private Law,Yes,Would take a lot of the intense stress out of studying for finals,Would take a lot of the intense stress out of studying for finals,,Black,Female,No,No,No
2/22/2020 16:03:50,1L,A,A-,A,Agree,"Strongly Agree, Agree",Strongly Agree,Disagree,It was definitely stressful to put all of our work into one exam.,"Neutral, Disagree","Agree, Neutral",Strongly Disagree,"Private Law, Clerkship",No,,,,White,Female,No,No,No
2/22/2020 16:09:07,1L,A-,B+,B,Neutral,Neutral,Disagree,Agree,"It was extremely stressful, particularly because it's implied that grades have such a big impact on our future career opportunities. It seems like with the way the grading system is set up, it can be very limiting on your future goals, which is frustrating because we all came to NYU for the career prospects. ",Disagree,Strongly Agree,Strongly Agree,"Private Law, Public Interest/Government, Clerkship",Yes,"I think it would take a lot of pressure off of the students, particularly in the first semester when law school exams are such an unknown entity. ","I think it would take a lot of the pressure off for upcoming exams, and it would allow me to focus on the material and actually having thorough understanding of it as opposed to simply striving for the best grade possible. I also think that it would allow me to have more choice in the classes I take, because I know that even now, knowing how ""difficult"" the curve in a particular class is effects whether or not I'll take that class, despite my interest in the subject matter. ",I think that the proposed system would be great. I even think that keeping our current grading system and getting rid of the mandatory B- would be extremely helpful in terms of mental health for students. ,White,Female,No,No,No
2/22/2020 16:19:31,1L,B,B,B,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"not great! feels like, especially around finals, there is lots of pressure (implicitly and directly) from peers and the general atmosphere in law school :( ",Strongly Agree,Strongly Agree,Disagree,Public Interest/Government,Yes,"less pressure and also more conducive to encouraging academic/intellectual engagement w/ material as opposed to learning how to take an exam for a certain prof to get a ""good"" grade",positively for the reasons above ^,big fan of this proposal ,Asian,Male,Yes,No,No
2/22/2020 16:31:24,1L,A-,B,B,Disagree,Disagree,Strongly Disagree,Strongly Agree,The fear I have regarding the job search is definitely largely due to the grading system,Neutral,Agree,Neutral,Private Law,Yes,I would have been much more relaxed.,I'd have less fear in the job search.,,White,Male,No,No,No
2/22/2020 17:04:48,1L,B+,B,B,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,"Unnecessary Anxiety, despite not needing excellent grades for my career, the atmosphere during finals is toxic and negatively affected my mental health. ",Strongly Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,"Less anxiety about getting a particular letter grade, and less stress about comparing myself with my peers",,,White,Male,No,No,No
2/22/2020 17:15:43,1L,B+,A,B,Disagree,Disagree,Disagree,Agree,"you can never feel comfortable with how much work you've done or with what may feel like a complete understanding of the material. you have so much pressure to work incredibly hard, but even if you work incredibly hard and know the course backward and forward, you can get a middling grade. ",Agree,Neutral,Disagree,"Private Law, Clerkship",Yes,,,,"White, Latinex/Hispanic",Female,No,No,No
2/22/2020 17:23:17,1L,B,B-,B,Neutral,Disagree,Strongly Disagree,Agree,Gives me a baseline level of anxiety that’s much higher than I would like! Overall isn’t helpful for creating a supportive law school community and doesn’t contribute to my success in any way. ,Strongly Agree,Strongly Agree,Neutral,Private Law,Yes,"It would allow me to actually focus on knowing the material rather than trying to figure out how a particular professor wants information regurgitated back to them. This would allow me to actually learn the subjects better, and do so without constantly worrying about the curve. ",The curve feels arbitrary to me and makes me less likely to put effort into my classes’ actual learning objectives and more effort into how the individual professors want things. It’s very counterproductive to actually learning. ,,Latinex/Hispanic,Female,No,No,Yes
2/22/2020 17:39:36,1L,B+,B+,B,Disagree,Disagree,Strongly Disagree,Agree,I am very stressed about finding a job with my grades.,Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,I would be able to focus more on mastery of the material rather than stressing about one grade.,It would not negatively affect my dedication to academics. It would just alleviate stress with the job search.,,White,Female,No,No,No
2/22/2020 17:40:50,1L,B,B,B,Disagree,Disagree,"Disagree, Strongly Disagree",Agree,"I've found myself suffering with insomnia because I feel guilty going to sleep and not continuing to study past 2:00 in the morning. Interactions with my peers have been more difficult; I take pause with the idea of helping others study, knowing that the curve is punitive and that I performed well below expectations last semester. I have tremendous anxiety because of the impact of the curve — my internship prospects for 1L have been clearly wounded as a result of my grades; after sending out more than 30 applications, I have only had 2 first round interviews which have both lead nowhere at this point. I have friends at Stanford and Yale, both of which have implemented the pass-fail system for 1L, both of whom think that their law school experience would be far more stressful with the NYU curve. ",Strongly Agree,"Strongly Agree, Agree",Strongly Agree,"Private Law, Clerkship",Yes,,"Significantly reduced stressed levels, particularly given the abrupt transition into law school from my previous experiences. ","I would prefer that there is also an ""honors"" distinction given for the top 30% of the class 1L year (capturing all those who would otherwise get As), but essentially eliminating the distinction between B+ and B. While I cannot comment on the curve for upper-year courses, I think there is a stronger argument in favor of maintaining a traditional GPA curve for those classes. ",,,,,
2/22/2020 18:12:27,1L,B,B,B,Agree,Disagree,Neutral,Agree,Yes. I did not receive high grades and it was difficult to accept these grades and not feel bad about myself. I know that is silly but it is hard when you are used to receiving very high grades and then enter a very competitive atmosphere and do not perform well.,Agree,Strongly Agree,Agree,"Private Law, Public Interest/Government",Yes,I think I would feel a lot less stressed about grades and would not feel like I was constantly being compared to my peers.,I would enjoy law school a lot more if there was less pressure and less competition.,,White,Female,No,No,No
2/22/2020 18:26:19,1L,B,B,B,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes; the grading system fosters an environment of anxiety and competition that serves no purpose.,Strongly Agree,Strongly Agree,Strongly Disagree,"Private Law, Public Interest/Government",Yes,"Yes, it would better both individual mental health and cohesiveness across the law school.",See above,N/A,White,Female,No,No,No
2/22/2020 18:36:18,1L,B,B+,A,Strongly Disagree,Strongly Disagree,Disagree,Agree,N/a,Neutral,Agree,Disagree,Private Law,Yes,,,,White,Female,No,No,No
2/22/2020 18:50:56,1L,B+,B+,B,"Disagree, Strongly Disagree",Strongly Disagree,Strongly Disagree,Agree,"makes me feel out of control / wonder why i'm working so hard, especially when professor is particularly disorganized (or old) and more likely to be careless in grading (Crim professor was the worst / most disorganized prof I have had and I am sure didn't grade my exam correctly)",Agree,Strongly Agree,Agree,Private Law,Yes,wont be victims of arbitrary difference between b / b+,,,White,Male,No,No,No
2/22/2020 20:23:15,1L,B+,A,A,Neutral,Agree,Agree,Disagree,The last month before finals was extremely stressful and I was especially anxious about having a bad test day and getting a B-,Strongly Agree,Strongly Agree,Agree,"Private Law, Public Interest/Government, Clerkship",Yes,I would focus more on understanding the material and looking for opportunities to use that knowledge/connect with professors rather than be so stressed about 1 test,"Less stress, better mental health atmosphere",If the school won't go for pass/fail which would be the best at least get rid of mandatory B-,White,Female,No,No,No
2/22/2020 20:39:24,1L,A-,B,B,Agree,Neutral,Disagree,Neutral,"There's always something in the back of my head that's scared of being the B- in the class (or even getting a C). Having heard that employers understand that a B- is generally the lowest grade you can get and thus look down on that grade doesn't help matters. Because grades are largely/entirely based on your performance on one day at the end of the semester, that is, again, an unnecessary amount of stress and doesn't necessarily reflect your knowledge or skill with the material. So, while I have described everything as just a low-grade constant stress, I can definitely see this being much worse for some others. Especially those who have been defining themselves by their grades for their entire lives.",Strongly Agree,Strongly Agree,Agree,Public Interest/Government,Yes,"In general, I think it would be a positive change. It takes out the inherent competition and allows one to just focus on the material being presented, which I think is more conducive to learning.","As alluded to above, I think a pass/fail system is much better system for fostering learning material rather than learning an exam. Though of course I would still be concerned with the Final, I can take a little more freedom in my studying. I also wouldn't have to constantly fight the split-second urge of ""should I tell [classmate] this"" since we would no longer be in direct competition in terms of grades.","I think it's important to note, whenever this system is presented, that the type of people who are going to law school, especially one as challenging as this one, likely don't need a competition or grades to motivate them learn material. A pass/fail system is highly unlikely to change the quality of work for the worse, but will most likely remove the stress of future jobs and the toxicity of competition from the law school experience. At the same time, if the school is concerned with teaching people that may have been the top of their class that they aren't necessarily always going to be that, simply being with other students and reading model answers already does that without the possible moment of seeing what they think is their career go out the window when they get a B+ instead of the A they expected.",Black,Male,No,No,No
2/22/2020 20:41:08,1L,B,B,B-,"Neutral, Disagree",Strongly Disagree,Disagree,Agree,"It's incredibly stressful knowing that a small difference in how you answer an exam question can lead to a significant difference in your grade, even if the answer is still correct (ie, you have still demonstrated you understand the material). ",Agree,Strongly Agree,Agree,"Public Interest/Government, Clerkship",Yes,This grading system would make law school much less stressful because professors would give grades based on what really matters: has the student demonstrated that they understand the material? ,I wouldn't feel like such a failure. ,,White,Female,No,No,Yes
2/22/2020 20:44:17,1L,B,B,B+,Agree,Neutral,Agree,Agree,N/A,Agree,Agree,Agree,Public Interest/Government,Yes,,,,Latinex/Hispanic,Male,Yes,No,No
2/22/2020 21:13:02,1L,A-,B,B,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,a lot if I didn't self-care 24/7,Agree,Neutral,Disagree,Private Law,No,"I don't think the grading proposal would be passed. Lets try for something more realistic (unless you trying to low ball them) .... high pass, pass, low pass, fail...",,,"White, Middle Eastern",Male,No,No,Yes
2/22/2020 21:57:56,1L,A-,A-,B,Neutral,Disagree,Strongly Agree,Strongly Disagree,"It's tough, but so is life. Maturity is valuable.",Strongly Disagree,Strongly Disagree,Disagree,"Private Law, Clerkship",No,It would make life more relaxed.,It would incentivize me to not study as hard or pay attention.,"A High Pass, Pass, and Fail system may be better. Although this would probably be no different from A tier, B tier, and C tier. With a strict pass/fail system, CVs become very important which would disadvantage a lot of minorities and k-jds. Even a straight B student from a place like NYU can have great outcomes, I dont see a reason to necessarily hide the ball.",Middle Eastern,Male,No,No,Yes
2/22/2020 22:11:48,1L,B,B,B,Neutral,"Agree, Neutral",Agree,Agree,"it doesn't help! that said, there's enough messaging about how grades don't matter/are arbitrary that helps to offset the feeling of getting mediocre grades.",Agree,"Strongly Agree, Agree",Agree,"Public Interest/Government, Clerkship",Yes,"it would definitely help me focus on learning and seek more balance between law school and feeling rested and happy. As it is, I feel guilty when I'm not working.",,,Asian,Female,Prefer Not to Answer,No,No
2/22/2020 22:44:36,1L,A,B,B+,Neutral,Neutral,Disagree,Agree,"It makes my 1L year so much more stressful. As opposed to just focusing on my studying, I find myself constantly wondering how other classmates are studying. I am distracted by the curve, and I don't think that is healthy. ",Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,much more relaxed learning process - natural learning process. will improve my mental health,I think i will focus more on the things I am interested in. I will have more mood to read the optional readings I am interested in. The studying process will be motivated by pure intellectual-curiosity. ,"To differentiate students, maybe introduce Honor and Pass in second semester",Asian,Male,Yes,No,Yes
2/22/2020 22:51:42,1L,B,B,B+,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,"It has taken a big toll. You make us compare ourselves and feel extremely inadequate in a COMPLETELY UNNECESSARY way. I get anxiety over my grades and my future, especially after receiving 1L grades. I feel a little depressed and stupid. I am an incredibly intelligent person just like ALL of my classmates and it’s crazy that this school feels the need to give us ARBITRARY grades that take this kind of toll on mental health. It’s a serious issue. 

I strongly disagree with the curve. It’s completely arbitrary and it’s only purpose is to pit us against each other. I think it’s disgusting that a school which advertises is “collegiality” still uses this antiquated method instead of just doing pass/fail like Berkeley, Harvard, and Yale. Any and all collegiality that has been fostered has developed IN SPITE of the curve.",Strongly Disagree,Strongly Agree,"Strongly Agree, Agree","Private Law, Clerkship",Yes,"MUCH BETTER. NYU desperately needs to change to this grading method. Less anxiety over the job search process, of which MANY of us are financially dependent on. ",It would make me feel like I have a future and the capacity to be successful at OCI.,"It would need to be retroactive. For instance, if instated next year, rising 2Ls should be able to submit a transcript of pass/fail grades equivalent to letter grades they got. ",,,,,
2/22/2020 23:45:58,1L,B+,A-,A-,Neutral,Agree,Agree,Strongly Agree,"It was tough, but I really didn't think about what others were doing and I found that really helped me. However, the fact there is a mandatory curve made it more challenging and I could really see how it would have a serious negative mental effect on people. Especially because they need to give B-'s. 
While I am happy with how I did, I think the traditional law school grading system is pretty arbitrary, as it rewards things like typing speed and stamina over things like how well you could make an argument. To then nit-pick on little things to separate the class from one another is pretty crazy, considering how much weight people place on grades. All of my professors mentioned how arbitrary the system is, but they were forced to grade with a curve and it seems pretty ridiculous. 
",Agree,Strongly Agree,Neutral,Private Law,Yes,Would be much better and I could focus more on how to be a good lawyer vs. how to do well on an exam.,I would be happy with it. I just wonder how employers would feel about it. Maybe adding high-passes to the proposed format would help with that. I think at least getting rid of the mandatory B-'s would make it easier and more fair for 1L's.,,White,Male,No,No,No
2/23/2020 8:36:43,1L,A-,B+,A-,Agree,Neutral,Disagree,Disagree,"It definitely makes me more stressed throughout the semester and I feel almost guilty if I take time for myself that I could be spending studying. It also makes me feel anxious about the level of work I put in vs. my classmates – it makes it easy to compare yourself to others. On the other hand, it does make me work harder, and in turn I did understand my classes a lot more after finals were over last semester because of how much I studied the material. I was also proud of the grades I got, and even though I could have done better, I do think they generally reflect my level of understanding of the courses.",Neutral,Strongly Disagree,Disagree,"Private Law, Public Interest/Government, Clerkship",No,"It would make things less stressful, but I also worry that it would make people put less effort into their classes, similar to how it's easy to put little effort into Lawyering. Instead, I feel like grades are still useful but maybe we could abandon the curve system so grades are allotted purely based on the strength of your final (similar to undergrad). That way, people would still work hard to do their best, instead of just doing the minimum to ""pass,"" but they wouldn't be as worried about competing with their classmates.","I think it would impact me negatively - it would make me work less hard and probably do more ""cramming"" for finals instead of the long process of outlining and studying, which in turn would make me retain the material less and get less out of the class.","I am not a fan of this system, although I do think some reform would be useful. I think there are better options than just resorting to a complete pass/fail system, which I don't think would serve the overall purposes of law school. That said, I do see how the curve system can be toxic to mental health and can undermine the overall purpose of law school as well.",White,Female,No,No,No
2/23/2020 9:22:56,1L,B+,B,B,Disagree,Strongly Disagree,Strongly Disagree,Neutral,The grading system definitely feeds a detrimental tendency to compare myself (including intellectual abilities and career prospects) to my classmates. There is a lot of emphasis on grades.,Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,It would improve my mental health,"I believe I would feel much less anxiety, stress, and self-doubt if the grading system were as proposed.",,White,Female,No,No,No
2/23/2020 9:37:28,1L,A-,B,B,Neutral,Neutral,Neutral,Neutral,.,Agree,Neutral,Agree,"Private Law, Clerkship",Yes,"Will be less anxious. But more than grading, I believe some kind of midterm or mock midterm is necessary in order to give checkpoint in the middle of semester.",,,Asian,Female,No,No,Yes
2/23/2020 10:07:41,1L,A,B,A-,Agree,Agree,Agree,Neutral,I have found that the curve has driven me to put in the time and effort needed to succeed that I otherwise would not have. I think the curve puts on a healthy dose of pressure. ,Strongly Agree,Strongly Disagree,Agree,"Private Law, Clerkship",No,"Frankly, we would all engage with the coursework in a lazy, fairly apathetic manner. It would not be conducive to learning. The framing of this question is problematic. Why are you only asking about its impact on our mental health? You should also consider the impact it has on our learning experience. ","I would be very, very disappointed if NYU moved to this proposed grading system.","The framing of these questions are exceptionally slanted, this survey clearly not crafted by someone with experience in social science research (or it is and they just want to tailor the results to their desired outcome). ",White,Male,No,No,No
2/23/2020 10:16:23,1L,A,B,A-,Agree,Agree,Agree,Disagree,"A curve is stressful, but all you can really do is try your best and try not to worry about that element of it. It felt like folks were being fairly supportive of each other during exam period.",Disagree,Agree,Neutral,"Public Interest/Government, Clerkship",Yes,Would probably remove a fair bit of stress.,I would worry a little bit that it would decrease my focus throughout semester. Maybe leave Honors/Pass/Fail system in for all semesters?,"Glad folks are thinking about this, but in general I don't think the system needs reform.",White,Male,No,No,No
2/23/2020 10:45:35,1L,B+,A-,B,Neutral,Disagree,Disagree,Strongly Agree,"It was definitely stressful, but I think that what was more annoying is that it's just bad pedagogy. Haven't law school administrators ever learned about formative versus summative assessments? It's just ridiculous that you have no way to check in on how you're doing.",Strongly Agree,Strongly Disagree,Disagree,"Public Interest/Government, Clerkship",No,It would be less stressful,I don't really like the proposed grading system because I think it's still nice to be rewarded for your hard work and to get a sense of how you learned the material. I would rather have more ways to receive credit than a final exam.,,White,Female,No,No,No
2/23/2020 10:47:01,1L,A,B,B,Disagree,Disagree,Disagree,Strongly Agree,"I don't think it made a huge impact in isolation. It was the people who began to freak out over grades who effected me. A woman in my study group cried when we finished a practice exam, another made endless self-effacing comments even though his answers were as good as or better than anyone's, and in the end I stopped hanging out with those people entirely. It was too much.",Neutral,Neutral,Neutral,"Public Interest/Government, Clerkship",No,Unsure. Considering that there's even some performance pressure in lawyering I'm not sure that people wouldn't freak out even in a more lenient regime.,"I worry if things are left up to professor discretion in this fashion the courses would actually become more difficult, and the gap between tough graders and generous graders would widen dramatically. I can see certain professors failing students.","I really don't have a solution. It's all so arbitrary and fake and I'm not sure that eliminating letter grading solves that problem, either. ",White,Male,No,No,No
2/23/2020 12:44:07,1L,b,b,b,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,exacerbated anxiety and depression,Strongly Agree,Strongly Agree,Strongly Agree,Private Law,Yes,help focus on learning rather than grades,would attend more networking events in 1L,"instead of grades, written professor feedback on exam would be more helpful in improving my understanding of 1L subjects",Prefer Not to Answer,Female,No,No,No
2/23/2020 13:43:24,1L,A-,A-,B,Neutral,Neutral,Disagree,Agree,"Though I don't want to worry too much about my grades, the grading curve causes a lot of stress. It definitely caused me to push myself to the breaking point/burn out studying as that's what everyone else was doing and you are directly competing against your classmates. It negatively affected my mental health and my ability to sleep for the last 1.5 months of the semester.",Strongly Agree,Strongly Agree,Neutral,Public Interest/Government,Yes,"I think it would be extremely beneficial to mental health. 1Ls who weren't happy with their grades last semester are already worried about exams in the spring, and this added stress is unavoidable but doesn't do anything to further learning.","It would cause me to study in a way that furthers real learning, rather than studying to satisfy a particular professor's idiosyncrasies on an exam.","I know that most other top tier law schools have a similar system to the one proposed. Talking to friends, those schools have a much better culture in terms of mental health around exams, but have equivalent outcomes in terms of job/clerkship opportunities. ",White,Female,No,No,No
2/23/2020 14:24:30,1L,B,B,B+,Neutral,Strongly Disagree,Strongly Disagree,Agree,"Yes! In my section, grades were posted in the middle of one of our first classes back which was toxic and horrible. It's nearly impossible not to measure your worth against your classmates based on grades, even if they don't reflect your understanding of the material.",Strongly Agree,Strongly Agree,Neutral,"Public Interest/Government, Clerkship",Yes,I think it would allow students to actually focus on the material instead of being competitive to beat the curve. ,I think I would have a lot more confidence to participate in class and feel empowered to go after jobs I don't feel like I deserve after getting my 1L Fall grades.,Thank you for working on this!,White,Female,No,No,Yes
2/23/2020 14:33:34,1L,A-,A+,B+,Agree,Agree,Agree,Agree,It is extremely stressful to be graded in 4 hours on a semester's worth of material and to know it matters for where you will be able to get a job. I got a stomach ulcer after first semester.,Neutral,Agree,Disagree,Private Law,Yes,It would be much less stressful,I think it might be difficult for employers to differentiate my grades from others,,White,Female,No,No,No
2/23/2020 15:09:34,1L,B+,B+,B+,Neutral,Disagree,Disagree,"Neutral, Disagree",Not great.,Neutral,Agree,Neutral,"Private Law, Public Interest/Government",No,"Better, but i think there should be some way to differentiate yourself in the beginnign as well.","I think students would feel better and understood they were still doing well if all a-,b+, b grades were just PASS.",,White,Female,No,No,No
2/23/2020 15:11:20,1L,B,B-,A,Strongly Disagree,"Disagree, Strongly Disagree",Neutral,Strongly Agree,its extremely stressful and i was not healthy in any way during finals,Strongly Agree,Strongly Agree,Neutral,"Private Law, Public Interest/Government, Clerkship",Yes,I would be much better overall and less stressed,i would accurately reflect if i understood the material or not,,Black,Female,No,No,Yes
2/23/2020 15:13:19,1L,B,B-,B+,Agree,Strongly Disagree,Strongly Disagree,Agree,Very negatively. Job applications have not hinged on grades at all. ,Neutral,Agree,Disagree,"Private Law, Public Interest/Government",Yes,,,,"White, Latinex/Hispanic",Female,Yes,No,No
2/23/2020 15:30:55,1L,B,B,B+,Disagree,Strongly Disagree,Disagree,Agree,It's makes finals period very stressful and the seeming arbitrariness of the process is a bit disheartening.,Neutral,Agree,Agree,Private Law,No,I think it would make finals much less stressful,I think it would make the job search less stressful,"I think that there should still be room for a high pass option for those that are graded in the A range (top 20% or so) on the current exams. Even though I didn't score in that range, I think that the people that put in the effort and/or have the natural ability to do so should be somewhat rewarded. I think High Pass/Pass is a workable solution.",Black,Male,Yes,No,No
2/23/2020 15:36:14,1L,B,A-,B,Disagree,Disagree,Strongly Disagree,Agree,"Very stressful that everything relies on one exam at the end, and no feedback throughout the course for the most part.",Agree,Strongly Agree,"Agree, Neutral",Private Law,Yes,:),"Especially for 1L year, would allow a much more relaxed system where the focus is more on learning rather than preparing for the exam.",,Latinex/Hispanic,Female,No,No,No
2/23/2020 17:50:09,1L,A-,B +,B,Disagree,Disagree,Disagree,Strongly Agree,I had health problems develop from anxiety connected to grading arbitrariness.,Strongly Agree,Strongly Agree,Neutral,"Private Law, Public Interest/Government, Clerkship",Yes,This would affect my mental health significantly--I would be able to focus on learning. ,I would be able to learn and connect better with students without feeling any competition or unnecessary stress. ,Love it.,White,Female,Prefer Not to Answer,No,No
